State,Truck Stop Name,Highway Route,Exit,Address,Latitude,Longitude
WA,DONNA'S TRAVEL PLAZA,I-5,Exit 202,"3104 116TH ST NE MARYSVILLE, WA 98271",48.099476018967,-122.188483011997
WA,PILOT TRAVEL CENTER #1103,I-5,Exit 208,"2430 US 530 NE ARLINGTON, WA 98223",48.188027291635,-122.196140730702
WA,COOK ROAD SHELL,I-5,Exit 232,"9440 OLD HWY 99 BURLINGTON, WA 98223",48.508506984687,-122.337865038932
WA,YORKY'S MARKET,I-5,Exit 258,"3910 BENNETT DR BELLINGHAM, WA 98225",48.787061096536,-122.519126209672
WA,PILOT TRAVEL CENTER #583,I-5,Exit 262,"5670 BARRETT RD FERNDALE, WA 98248",48.848686986067,-122.571906970149
WA,YORKY'S MARKET,I-5,Exit 275,"1307 BOBLETT ST BLAINE, WA 98230",48.990240985989,-122.734060000039
WA,GEARJAMMER TRUCK PLAZA,I-82,Exit 36,"2310 RUDKIN RD YAKIMA, WA 98903",46.568281513903,-120.473418804106
WA,GRANGER PLACE,I-82,Exit 58,"1201 BAILEY AVE GRANGER, WA 98932",46.346040967082,-120.180076835761
WA,GRANGER TRAVEL PLAZA,I-82,Exit 58,"1221 BAILEY AVE GRANGER, WA 98932",46.344703927797,-120.179232107559
WA,AMERISTAR TRAVEL PLAZA 101,I-82,Exit 69,"1825 WANETA RD SUNNYSIDE, WA 98944",46.309380031335,-119.979209722941
WA,AMERISTAR TRAVEL PLAZA 120,I-82,Exit 80,"101 MERLOT DR PROSSER, WA 99350",46.220890980317,-119.788741031563
WA,LOVE'S TRAVEL STOP #681,I-82,Exit 80,"700 WINE COUNTRY RD PROSSER, WA 99350",46.219414005158,-119.793733041637
WA,TRAVEL CENTERS OF AMERICA #176 - CAROL WOLDER-NIXON,I-90,Exit 34,"46630 N BEND WAY NORTH BEND, WA 98045",47.467374991378,-121.717642006333
WA,AM/PM,I-90,Exit 101,"410 GLADMAR RD THORP, WA 98946",47.053573004461,-120.661884974996
WA,LOVE'S TRAVEL STOP #413,I-90,Exit 106,"1512 HWY 97 ELLENSBURG, WA 98926",47.008182987109,-120.585907968034
WA,PILOT TRAVEL CENTER #1195,I-90,Exit 106,"1307 N DOLARWAY RD ELLENSBURG, WA 98926",47.005322997926,-120.586938020115
WA,FLYING J TRAVEL CENTER #965,I-90,Exit 109,"2300 S CANYON RD ELLENSBURG, WA 98926",46.970677993712,-120.5376319776
WA,EXIT 115 AUTO/TRUCK STOP,I-90,Exit 115,"801 S MAIN ST KITTITAS, WA 98934",46.975186996616,-120.413920032053
WA,SHREE'S TRUCK STOP,I-90,Exit 149,"404 FRONTAGE RD GEORGE, WA 98848",47.082529001442,-119.860543012554
WA,MIDWAY SHELL,I-90,Exit 151,"16010 RD 1 NW GEORGE, WA 98848",47.103708981119,-119.833325967115
WA,LOVE'S TRAVEL STOP #827,I-90,Exit 174,"4315 PRICHARD RD MOSES LAKE, WA 98837",47.104098947121,-119.336980565297
WA,COLVILLE FUELS HALF-SUN TRAVEL PLAZA,I-90,Exit 176,"420 S WANAPUM DR MOSES LAKE, WA 98837",47.100139222346,-119.318967085251
WA,ERNIE'S TRUCK STOP,I-90,Exit 179,"1810 KITTLESON RD MOSES LAKE, WA 98837",47.102164992645,-119.245233032501
WA,JAKE'S TEXACO,I-90,Exit 220,"1508 W 1ST AVE RITZVILLE, WA 99169",47.116695985718,-118.390285027395
WA,LOVE'S TRAVEL STOP #514,I-90,Exit 221,"1370 N HWY 261 RITZVILLE, WA 99169",47.113443011005,-118.367437970996
WA,TEMPLIN'S COUNTRY CORNER,I-90,Exit 231,"2008 N DURRY RD SPRAGUE, WA 99032",47.208944990863,-118.226854008728
WA,PETRO STOPPING CENTER #339,I-90,Exit 272,"10506 W AERO RD SPOKANE, WA 99224",47.590547016631,-117.561012971011
WA,FLYING J DEALER #963,I-90,Exit 276,"3709 S GEIGER AVE SPOKANE, WA 99224",47.620602006847,-117.506910971136
WA,FLYING J DEALER #967,I-90,Exit 286,"6606 E BROADWAY AVE SPOKANE, WA 99212",47.663280981436,-117.316041038053
WA,MAVERIK,I-90,Exit 291-B,"2702 N SULLIVAN RD SPOKANE VALLEY, WA 99216",47.680893920021,-117.196758555822
WA,FLYING J DEALER #970,I-182,Exit 14,"2216 E HILLSBORO ST PASCO, WA 99301",46.262551008846,-119.083475041708
WA,KHALSA KING CITY TRUCK STOP,I-182,Exit 14,"2100 E HILLSBORO ST PASCO, WA 99301",46.262517020229,-119.085151003248
WA,MOUNTAIN VIEW CHEVRON,US-2,Exit 339TH,"33902 US 2 SULTAN, WA 98294",47.867290008751,-121.777041033738
WA,BJ'S FOOD-N-FUEL #20,US-2,,"9255 FOSTER RD DRYDEN, WA 98815",47.552646984138,-120.580292009087
WA,BJ'S LINCOLN ROCK,US-2,,"13228 US-2 EAST WENATCHIE, WA 98802",47.528571460977,-120.284526998423
WA,ASTRO 76,US-12,,"740 E MAIN ST ELMA, WA 98541",47.008964012847,-123.388293023868
WA,OMAK TRUCK STOP,US-97,,"800 E RIVERSIDE DR OMAK, WA 98841",48.467548826869,-119.471628708597
WA,TRIBAL TRAILS TRUCK STOP,US-97,,"29078 HWY 97 OMAK, WA 98841",48.395203099487,-119.527222117552
WA,WENATCHEE VALLEY TRUCK STOP,US-97,Exit N,"3607 STATE HWY 97 WENATCHEE, WA 98801",47.483243385345,-120.3191630774
WA,LOVE'S TRAVEL STOP #811,US-395,Exit KARTCHNER,"2252 E KARTCHNER ST PASCO, WA 99301",46.263878995676,-119.081870996897
WA,COUNTRY TRAVEL PLAZA,US-395,Exit WASHINGTON,"790 PENCE RD HATTON, WA 99341",46.794037011822,-118.753868014903
WA,TESORO TRUCK STOP,US-395,,"528 S ELY ST KENNEWICK, WA 99336",46.203674006371,-119.159453976508
WA,SUPER DUPER,,,"1015 CHERRY ST SUMAS, WA 98295",48.994043017269,-122.265398959753
WA,BOB'S KORNER,,,"2098 W BENCH RD OTHELLO, WA 99344",46.797429000399,-119.175019003067
WA,BJ'S AUTO/TRUCK PLAZA,,,"100 ROCK ISLAND DR ROCK ISLAND, WA 98850",47.372222997887,-120.139511022782
WA,ERNIE'S FUEL STOP,,,"33101 PACIFIC HWY S FEDERAL WAY, WA 98003",47.304875998434,-122.314032019262
WA,SUMNER TRUCK STOP,,Exit 24TH,"2320 136TH AVE SUMNER, WA 98390",47.236078007722,-122.249213001807
WA,ERNIE'S TRUCK STOP,,Exit 84TH,"22018 84TH AVE S KENT, WA 98032",47.404438004552,-122.22697598032
WA,SEA PORT FOOD MART,,Exit SW,"7801 DETROIT AVE SEATTLE, WA 98106",47.532283988563,-122.336428967461
WA,DEVINE'S FASTMART,,,"8213 N MARKET ST SPOKANE, WA 99217",47.732323011259,-117.365186986218
